pais,año,mortalidad_infantil,esperanza_de_vida,fecundidad,poblacion,pib
Indonesia,1977,92.5,56.4,4.81,138533541,344377149353.5
Irak,1977,61.2,64.1,6.8,12331046,135264469224.674
Iran,1977,95,59.9,6.18,35933181,465126372411.148
Irlanda,1977,15.2,72.1,3.24,3277756,49728771823.6956
Islandia,1977,9.2,76,2.32,221834,5236991906.04416
Islas Marshall,1977,55.9,57.7,7.67,27906,87024004.56486
Islas Salomon,1977,48.9,57.5,6.92,214418,338833521.32008
Israel,1977,18.6,73.1,3.47,3479618,56446727999.1511
Italia,1977,17.3,73.3,1.94,55714555,1211030814073.02
Jamaica,1977,35.6,71.3,4,2070657,12837949657.5377
Japon,1977,8.8,75.5,1.79,115574277,2179276850320.43
Jordania,1977,49.1,65.7,7.72,2019002,10919474029.6445
Kazajistan,1977,61.4,65.4,3.26,14353265,237431343047.612
Kenia,1977,76,57.9,7.73,14428819,32395677340.3944
Kiribati,1977,87.2,61.3,4.96,60267,304277808.07917
Kuwait,1977,36,69.1,5.71,1258023,74183270587.734
Laos,1977,131.2,45.9,6.29,3118923,3500844041.46978
Lesoto,1977,106.2,54.5,5.85,1289967,1668473683.62318
Letonia,1977,,69.7,1.87,2484608,39666354473.8406
Libano,1977,43.6,74.5,4.28,2762155,18004039656.4847
Liberia,1977,168.3,47.4,6.84,1766019,9062352300.03759
Libia,1977,65.6,60.3,7.87,2881533,51609123918.9243
Liechtenstein,1977,,74.8,1.92,23971,
Lituania,1977,19.7,70.8,2.13,3353247,59136710943.8892
Luxemburgo,1977,12.8,71.6,1.51,358245,11439574436.1353
Macedonia del Norte,1977,,68.7,2.49,1853138,22227013169.0267
Madagascar,1977,101.9,50.4,6.93,8222240,15657411420.456
Malasia,1977,30.5,66.9,4.28,12035713,68641937082.3294
Malaui,1977,170.6,43.8,7.41,5614983,5476579733.23164
Maldivas,1977,123.7,55,7.27,151930,450313485.641
Mali,1977,172.8,42.3,7.3,7090979,9073234737.36127
Malta,1977,17,72.1,2.14,337161,2850241664.19531
Marruecos,1977,104,56.2,6.04,18014756,57355624072.5962
Mauricio,1977,39.5,65.2,3.07,912147,5578222053.37701
Mauritania,1977,102,56,6.74,1353768,5609879161.04928
Mexico,1977,62.8,65.7,5.36,62308493,649060514521.083
"Micronesia, Estados Federados de",1977,,57.2,6.74,70753,230750863.98906
Moldavia,1977,42.6,64.5,2.42,3925583,51324256882.9494
Monaco,1977,,74.1,2.31,26273,2541987911.7984
Mongolia,1977,,58.7,6.79,1576245,4867589243.52855
Montenegro,1977,,72,2.31,568093,7653738403.28452
Mozambique,1977,176.4,51.2,6.62,10224975,5726119026.92475
Myanmar,1977,104.3,47.2,5.07,31355966,33203883762.94
Namibia,1977,63.7,54.8,6.44,931104,7544158688.22912
Nauru,1977,,56.5,3.86,7163,432551262.77051
Nepal,1977,152.3,50.9,5.69,14499175,16990902736.2172
Nicaragua,1977,91.3,61.6,6.28,2992534,24581255934.8336
Niger,1977,138.9,40.8,7.6,5619716,7361536409.13392
Nigeria,1977,135.8,49.4,6.86,67234590,260686313855.853
Noruega,1977,9.3,75.3,1.76,4043262,112615846394.271
Nueva Zelanda,1977,13.9,72.7,2.21,3140133,66593831248.2559
Oman,1977,100.1,60.7,7.78,855314,9384917477.90114
Paises Bajos,1977,9.7,75,1.58,13868604,359227728287.678
Pakistan,1977,126.1,57.7,6.8,73901827,126434736753.907
Palaos,1977,,62.4,4.09,12525,545733714.852
Panama,1977,39,73,4.12,1821543,12739091848.3645
Papua Nueva Guinea,1977,82.5,58.1,5.96,2940327,7394941546.52877
Paraguay,1977,52.6,69.5,5.08,2827874,14641035413.1748
Peru,1977,87,67.4,5.44,16109806,114341152222.174
Polonia,1977,23.3,71.1,2.25,34628512,371634198473.699
Portugal,1977,29.5,70.1,2.68,9438167,124590087010.245
Reino Unido,1977,14.1,73.1,1.69,56175829,1156336345239.54
Republica Centroafricana,1977,122.6,47.2,5.99,2372930,3349453126.7883
Republica Checa,1977,,70.6,2.34,10149365,193613472033.645
Republica Democratica del Congo,1977,137.1,49.7,6.45,24229061,42594118643.6134
Republica Dominicana,1977,70.3,64.6,4.84,5315443,24668359474.4373
Republica Eslovaca,1977,,70.5,2.49,4837712,74224218348.0794
Republica Kirguisa,1977,84.5,62.7,4.59,3514121,24474063936.8462
Republica del Congo,1977,76,48.9,6.27,1707568,6088289597.51856
Ruanda,1977,148,41.5,8.14,4888240,5455428939.6768
Rumania,1977,39.3,69.6,2.57,21700178,191092420643.358
Rusia,1977,28.7,68.1,1.98,136040976,2889693914816.29
Samoa,1977,,68,6.31,159753,670550761.55859
San Cristobal y Nieves,1977,46.6,65.3,3.48,43358,249510742.52384
San Marino,1977,,74.9,1.87,20017,832133234.34353
San Vicente y las Granadinas,1977,55,68.1,4.75,101999,350950206.33797
Santa Lucia,1977,31,67.7,4.97,114135,566198371.9203
Santa Sede,1977,,,1,736,
Santo Tome y Principe,1977,59.4,61.8,6.5,91301,338839444.82276
Senegal,1977,100.7,49.6,7.27,5439549,13758746611.0319
Serbia,1977,,67.9,1.9,7671484,124008955366.927
Seychelles,1977,33.5,67.9,3.75,64104,457459798.152
Sierra Leona,1977,173.2,45.6,6.57,3085354,6047723136.15556
Singapur,1977,12.3,70.7,1.83,2331545,33749328843.449
Siria,1977,53.9,65.2,7.42,8090501,52457767964.6664
Somalia,1977,,55.5,7,4484050,5110499451.5885
Sri Lanka,1977,45.6,66.3,3.74,14049371,35541290214.499
Suazilandia,1977,93.9,49.2,6.68,540348,1819070459.46252
Sudafrica,1977,78.6,60.1,4.94,27118952,218332337305.031
Sudan,1977,89.8,51.3,6.78,15086614,34258923702.6933
Sudan del Sur,1977,,49.2,7.33,4024032,5753837766.76128
Suecia,1977,8,75.4,1.64,8251695,198448201840.016
Suiza,1977,9.8,75.4,1.53,6281359,211139350877.884
Surinam,1977,,68.6,4.26,385067,6612865974.30622
Tailandia,1977,52.9,66,3.87,42843974,155180579061.459
Tanzania,1977,114,53.6,7.07,17352929,21082865429.7796
Tayikistan,1977,102.5,64.1,6.49,3653265,23589419763.0861
Timor Oriental,1977,,46.2,5.09,618315,917035843.63515
Togo,1977,114.1,50.2,7.03,2701894,4905583117.48388
Tonga,1977,27.7,65.5,5.7,96725,164102691.93125
Trinidad y Tobago,1977,37.4,66.9,3.12,1079554,15107762931.5378
Tunez,1977,83.2,61.7,5.68,6155931,26930976542.0524
Turkmenistan,1977,106.2,63,5.77,2623948,25358989950.8415
Turquia,1977,101.5,62.7,4.78,42773298,311064154686.979
Tuvalu,1977,57.2,55.1,3.56,6686,22944776.04294
Ucrania,1977,24.2,70.1,1.98,49336481,732102843669.241
Uganda,1977,123.3,50.7,7.18,12359669,15050397739.3288
Uruguay,1977,46.5,69.8,2.9,2909461,29169829313.5443
Uzbekistan,1977,,66.5,5.54,14408822,99260567027.1919
Vanuatu,1977,59.9,62,5.81,106618,246344834.93218
Venezuela,1977,39.2,68.1,4.49,14006812,193002408846.353
Vietnam,1977,49.8,64.2,5.29,48954872,69237380683.879
Yemen,1977,164.6,52.8,8.47,8648222,21250492997.0623
Yibuti,1977,127.6,59.1,6.64,254613,1420629279.21126
Zambia,1977,95.1,50.8,7.35,5302480,11489606515.1976
Zimbabue,1977,69.8,59.1,6.71,6449512,19939472923.9707
Afganistan,1978,174.5,53.7,7.6,13611441,31377091343.1406
Albania,1978,73,70.8,4,2624621,11419058818.588
Alemania,1978,14.4,72.7,1.49,78115360,1925339029717.16
Andorra,1978,,77.4,1.88,32735,1700431597.58345
Angola,1978,,45.8,7.47,7576734,28024740602.428
Antigua y Barbuda,1978,,70.2,2.57,64038,472894305.89934
Arabia Saudita,1978,79,60.8,7.26,5381902,273403927863.856
Argelia,1978,113.6,57.9,7.21,17506974,124406387423.062
Argentina,1978,43.8,69.1,3.36,27132158,411593500058.575
Armenia,1978,65.9,69.6,2.62,3012807,25351673429.7941
Australia,1978,12,73.6,1.96,14367098,336367541658.411
Austria,1978,15.5,72.2,1.6,7561204,183845078910.471
Azerbaiyan,1978,,63.2,3.82,6075078,60716572086.2929
Bahamas,1978,26.2,67.9,3.05,223761,4615886276.35959
Banglades,1978,139.1,51.6,6.51,83889655,101123425607.339
Barbados,1978,26.7,71.7,1.84,251551,2917232509.64036
Barein,1978,30.4,66.8,5.12,328046,5824907015.78098
Belgica,1978,13.5,72.8,1.71,9791817,240623227344.434
Belice,1978,53.8,70,6.11,138713,564502167.69803
Benin,1978,133.6,49.9,6.82,3718305,6466308308.00955
Bielorrusia,1978,,71.2,2.03,9485805,103080993464.765
Bolivia,1978,118.1,56.1,5.61,5504123,28212142335.7214
Bosnia y Herzegovina,1978,,69.1,2.08,4078240,17135240849.536
Botsuana,1978,60.2,57.3,6.48,849239,2403695577.0768
Brasil,1978,82,65.2,4.2,115600942,1019768188752.01
Brunei,1978,,68,4.39,174884,29121082341.366
Bulgaria,1978,26.8,70.9,2.15,8813746,82453128736.2447
Burkina Faso,1978,123.4,47.6,7.15,6590984,6830086444.7648
Burundi,1978,140,47.6,7.26,4100338,4350342619.43798
Butan,1978,143.3,50,6.58,405243,520778334.48291
Cabo Verde,1978,66.4,64.8,6.56,316147,369924891.41829
Camboya,1978,143.3,26.1,3.34,5211653,10366338254.9215
Camerun,1978,113,50.4,6.55,8011921,19649623869.238
Canada,1978,11.8,74.5,1.68,23978738,646901582456.579
Catar,1978,32.4,67.8,5.58,241808,22056783765.501
Chad,1978,128.1,46.1,6.89,4411366,5427932209.455
Chile,1978,35.6,68.5,2.89,11172695,84282596069.0843
China,1978,52.9,62,2.72,956161485,944248162292.798
Chipre,1978,,71.2,2.08,672249,7020652289.73546
Cisjordania y Gaza,1978,66,66.9,7.33,1389496,5753691927.13744
Colombia,1978,50,68,4,24950337,167157179211.369
Comoras,1978,126.2,57.6,7.16,317688,412928667.17592
Corea del Norte,1978,36,68.3,2.79,17735995,42183673960.2119
Corea del Sur,1978,15.4,66.2,2.7,37281935,196602292072.9
Costa Rica,1978,23.9,73.9,3.66,2264510,19799315396.4159
Costa de Marfil,1978,120.2,53.1,7.67,7603130,36767787885.4073
Croacia,1978,,71.1,1.96,4609020,96216628554.7662
Cuba,1978,18.7,73.6,1.88,9711980,66878009184.9722
Dinamarca,1978,8.8,74.4,1.66,5104343,138253914318.889
Dominica,1978,17.9,73.8,2.96,72724,307205206.41632
Ecuador,1978,73.6,65.2,4.99,7736167,55450558399.7581
Egipto,1978,126,57.1,5.63,41761431,154290161376.234
El Salvador,1978,86.2,61.5,5.36,4394114,23707095818.3527
Emiratos Arabes Unidos,1978,34.8,64.3,6.15,809274,54111489925.8893
Eritrea,1978,117.5,38,6.61,1522378,1334029256.82598
Eslovenia,1978,,70.4,2.2,1868518,51260713893.0024
Espana,1978,18.4,74.4,2.54,36904967,631074559269.337
Estados Unidos,1978,13.8,73.5,1.8,225396096,6628250340126.37
Estonia,1978,,69.6,2.02,1458224,25754468395.5262
Etiopia,1978,143.7,43.2,7.23,33734592,28304867732.3136
Filipinas,1978,54,65,5.39,45575281,171645973776.111
Finlandia,1978,8.1,73,1.64,4752246,97641573874.5001
Fiyi,1978,38.2,66.2,4.1,612091,3264728325.29912
Francia,1978,11,74.3,1.83,53429668,1300287963465.88
Gabon,1978,79,55.9,5.57,711245,9802934776.47755
Gambia,1978,107.6,54,6.42,667103,1347559901.07825
Georgia,1978,52,66.5,2.42,5091796,61331515837.8256
Ghana,1978,103.8,52.7,6.56,11248450,25862911936.9505
Granada,1978,,68.6,3.35,96305,440279525.4176
Grecia,1978,24.3,75,2.37,9389967,167953624744.87
Guatemala,1978,93.7,57.9,6.26,6561534,44380847371.2383
Guinea,1978,176.2,45.1,6.44,4877854,7858692385.00458
Guinea Ecuatorial,1978,,44.8,5.8,276531,540855894.0069
Guinea-Bisau,1978,134.2,47.4,6.32,791694,1330173628.15914
Guyana,1978,53.8,60.2,3.97,764586,3667424171.76324
Haiti,1978,135.8,48.1,5.64,5402580,14674225122.5604
Honduras,1978,75.3,63,6.63,3505463,12676796382.1499
Hungria,1978,27.1,69.4,2.08,10660188,134784808843.802
India,1978,120.7,51.6,4.89,655728229,960909195883.963
Indonesia,1978,90,57,4.73,141953163,362877117695.47
Irak,1978,58.9,64.4,6.73,12753355,160084585581.867
Iran,1978,89.4,58.4,6.34,37126535,406995357391.688
Irlanda,1978,14.2,72.2,3.21,3329183,53239245909.9387
Islandia,1978,8.7,76.2,2.35,223572,5521061307.20988
Islas Marshall,1978,55.1,58.1,7.58,28809,91852400.1879
Islas Salomon,1978,46.3,58.1,6.87,222029,370266131.20069
Israel,1978,17.2,73.4,3.25,3560396,59040734612.8463
Italia,1978,16.1,73.7,1.84,55938965,1249068773406.54
Jamaica,1978,34.7,71.8,3.84,2094836,12862191168.1253
Japon,1978,8.3,75.9,1.79,116576944,2274003534694.4
Jordania,1978,47.2,66.3,7.59,2083595,12769398155.8251
Kazajistan,1978,60.3,65.6,3.16,14711497,242825129280.389
Kenia,1978,73.7,58.5,7.67,14934126,35224060582.4764
Kiribati,1978,86.8,62.3,4.97,59864,296981198.52688
Kuwait,1978,33.9,69.7,5.52,1340319,80945037226.54
Laos,1978,139.6,46.3,6.3,3171740,3539764984.9848
Lesoto,1978,101.8,55.1,5.82,1327240,1969806867.8584
Letonia,1978,,69.6,1.85,2497362,40301371297.1642
Libano,1978,42.6,74.5,4.18,2822682,17779209499.8643
Liberia,1978,165.7,47.6,6.88,1818247,9562206974.6491
Libia,1978,62.5,61.7,7.79,3052526,55623836866.4562
Liechtenstein,1978,,74.7,1.9,24348,
Lituania,1978,19.3,70.6,2.08,3380074,60138643143.2246
Luxemburgo,1978,12.2,72,1.49,361046,11958515614.3499
Macedonia del Norte,1978,,68.9,2.42,1879847,24121245557.8134
Madagascar,1978,103,50.6,6.9,8475864,15220046178.6478
Malasia,1978,28.8,67.4,4.18,12328157,73576857787.8983
Malaui,1978,163.8,44.1,7.43,5810132,5923069345.816
Maldivas,1978,117.7,53.4,7.23,156159,513408101.25258
Mali,1978,168.7,42.7,7.32,7229651,8874409977.35435
Malta,1978,16.2,72.2,2.06,339061,3129468259.17717
Marruecos,1978,100.7,57,5.91,18477385,58537860293.4606
Mauricio,1978,36.3,65.7,3.01,925277,5696741020.02871
Mauritania,1978,100.1,56.2,6.73,1392713,5291386713.71037
Mexico,1978,60.7,66.4,5.2,63979046,704653041910.079
"Micronesia, Estados Federados de",1978,,57.7,6.65,72754,242338480.49246
Moldavia,1978,41.6,64.9,2.39,3970294,52496599004.577
Monaco,1978,,74.3,2.28,26605,2722971713.9765
Mongolia,1978,121.8,58.8,6.62,1619468,5297994564.00712
Montenegro,1978,,72.1,2.25,573516,8179962385.9878
Mozambique,1978,175.7,51.3,6.59,10618250,5681889921.595
Myanmar,1978,101.9,47.7,4.99,31972976,34847513761.0645
Namibia,1978,63.7,55.3,6.38,947269,7733321349.91914
Nauru,1978,,56.7,3.84,7298,422357955.6853
Nepal,1978,148.3,51.1,5.68,14839695,17663191086.7327
Nicaragua,1978,86.7,59.9,6.16,3080314,22985896428.8858
Niger,1978,137.2,40.8,7.66,5782932,8348748839.26416
Nigeria,1978,132.2,49.7,6.92,69326532,251496876463.359
Noruega,1978,8.8,75.4,1.77,4058673,116703852357.6
Nueva Zelanda,1978,13.5,73.1,2.08,3142244,66459041318.1136
Oman,1978,92.9,61.5,7.82,900304,10180108478.324
Paises Bajos,1978,9.3,75.2,1.58,13953921,366068027540.788
Pakistan,1978,124.7,58.1,6.78,76307379,136243919419.508
Palaos,1978,,62.8,3.74,12440,545150555.858
Panama,1978,37.9,73.5,3.98,1866311,14004738152.6898
Papua Nueva Guinea,1978,80.6,58.5,5.88,3003714,8085138214.79322
Paraguay,1978,51.6,70,5.04,2899269,16315218715.7859
Peru,1978,85.5,67.1,5.31,16516059,111894657863.575
Polonia,1978,22.5,71,2.23,34934213,386886236132.174
Portugal,1978,26.8,70.9,2.45,9556395,128084143916.938
Reino Unido,1978,13.4,73.1,1.75,56175556,1193641414392.63
Republica Centroafricana,1978,121,47.4,6.04,2397961,3317337688.72535
Republica Checa,1978,,70.6,2.33,10200749,202757125436.795
Republica Democratica del Congo,1978,135.4,49.9,6.46,24992689,40511761274.9067
Republica Dominicana,1978,68.2,65.1,4.64,5451882,25230487152.4874
Republica Eslovaca,1978,,70.5,2.47,4885727,75301217259.941
Republica Kirguisa,1978,82.8,63.1,4.53,3584523,24826645242.3032
Republica del Congo,1978,74.4,49.4,6.21,1748089,6432014112.2594
Ruanda,1978,144.9,41.8,8.16,5035171,5882508155.66099
Rumania,1978,37.8,69.8,2.52,21868067,201527457307.544
Rusia,1978,28.2,68,1.95,136979087,2968302785575.42
Samoa,1978,,68.3,6.15,161375,712732843.2375
San Cristobal y Nieves,1978,45.2,65.4,3.29,43217,261152395.06229
San Marino,1978,,75.1,1.77,21026,894255398.72982
San Vicente y las Granadinas,1978,52.1,68.4,4.55,102775,383106715.90125
Santa Lucia,1978,29.3,68.1,4.83,115834,611122475.29808
Santa Sede,1978,,,1,733,
Santo Tome y Principe,1978,59.5,62.2,6.47,93794,347171696.56264
Senegal,1978,97.3,50.1,7.28,5568096,12935319432.3437
Serbia,1978,,68,1.89,7716931,131205236473.505
Seychelles,1978,30.5,68.4,3.92,64987,495455401.14759
Sierra Leona,1978,171.2,45.7,6.59,3145517,6270656523.03958
Singapur,1978,12.3,71,1.79,2360602,36546475167.7188
Siria,1978,51.5,65.6,7.35,8372759,56114271007.2432
Somalia,1978,,55.6,7.13,4814892,5191377168.58344
Sri Lanka,1978,43.7,67.2,3.81,14310128,37918560320.3714
Suazilandia,1978,90.4,49.8,6.65,558446,1835767596.22452
Sudafrica,1978,74.9,60.5,4.85,27869507,224896635133.661
Sudan,1978,89.1,51.8,6.72,15695003,33127733032.7055
Sudan del Sur,1978,,49.2,7.33,4127657,5574904806.69627
Suecia,1978,7.6,75.5,1.6,8275788,200717555423.87
Suiza,1978,9.2,75.5,1.51,6282038,214683994413.687
Surinam,1978,,68.8,4.08,381502,6943277580.02164
Tailandia,1978,50.8,66.2,3.62,43788976,169778957111.764
Tanzania,1978,111.9,53.9,7.06,17976566,21568825161.2023
Tayikistan,1978,101.3,64.6,6.4,3768508,23748255886.6086
Timor Oriental,1978,,46,5.09,628775,973481125.064
Togo,1978,111.7,50.9,6.98,2768148,5374273584.77496
Tonga,1978,26.6,65.8,5.68,97204,163735347.78688
Trinidad y Tobago,1978,36.3,67.2,3.13,1093380,16502782789.5396
Tunez,1978,78.1,62.4,5.4,6309390,28545237012.7008
Turkmenistan,1978,102.8,63.2,5.61,2691088,25542158466.3824
Turquia,1978,97.7,63,4.69,43645306,316723814976.343
Tuvalu,1978,55.2,55.4,3.59,6957,24985775.60181
Ucrania,1978,23.8,70,1.97,49521243,748978522591.817
Uganda,1978,125.6,50.8,7.16,12692113,14212774604.384
Uruguay,1978,43.2,70.2,2.83,2925715,30712849796.7668
Uzbekistan,1978,,66.6,5.28,14816349,99719474519.075
Vanuatu,1978,57.4,62.4,5.77,109963,289017688.2488
Venezuela,1978,37.9,68.6,4.4,14416684,193950074449.915
Vietnam,1978,48.8,64.7,5.1,50249552,70052116047.6933
Yemen,1978,156.1,53.3,8.5,8926586,22754710115.9208
Yibuti,1978,124.3,59.3,6.59,280031,1311376153.20149
Zambia,1978,95.3,51.2,7.29,5465374,11455894472.7014
Zimbabue,1978,69.2,57.7,6.66,6543575,19826186689.2385
Afganistan,1979,170.4,51.9,7.61,13655567,30477258732.685
Albania,1979,68.4,71.1,3.78,2681385,11771445350.1298
Alemania,1979,13.5,73,1.49,78147901,1998817094024.76
Andorra,1979,,77.6,1.8,34306,1735379397.51374
Angola,1979,,46.1,7.46,7847207,28956113317.6562
Antigua y Barbuda,1979,,70.5,2.63,64274,522718675.6099
Arabia Saudita,1979,74.8,61.5,7.23,5703698,303240553595.439
Argelia,1979,107.8,58.9,7.12,18036655,134874045497.86
Argentina,1979,40.3,69.8,3.34,27568895,439763109095.852
Armenia,1979,63.5,70.2,2.53,3078501,25433909997.9339
Australia,1979,11.3,74.1,1.91,14533035,347734635658.76
Austria,1979,14.6,72.5,1.6,7548341,193175118029.527
Azerbaiyan,1979,,63.8,3.7,6187133,62034416391.2617
Bahamas,1979,25.7,68,2.94,228230,5759909442.3069
Banglades,1979,136.5,52.1,6.42,85935072,105651177052.728
Barbados,1979,25.2,72.2,1.86,251269,3111011745.31269
Barein,1979,28.5,68,4.94,343457,5999716271.42919
Belgica,1979,12.8,73.1,1.71,9811365,245381315989.235
Belice,1979,52.2,70.5,5.99,141678,584859782.9565
Benin,1979,130.9,50.2,6.91,3818528,6949425291.37696
Bielorrusia,1979,,71,2,9537705,105245112774.216
Bolivia,1979,115.1,56.8,5.54,5630849,28149407931.7835
Bosnia y Herzegovina,1979,,69.4,1.99,4113300,18127539084.702
Botsuana,1979,57.4,58,6.4,901742,2799159165.63152
Brasil,1979,79,65.4,4.12,118380821,1085119199253.33
Brunei,1979,,68.4,4.22,180422,35447936893.6924
Bulgaria,1979,25.7,71,2.15,8824992,86119918607.1312
Burkina Faso,1979,120.2,48,7.19,6763903,6832364723.52189
Burundi,1979,136,47.8,7.31,4203530,4346596050.6322
Butan,1979,138.8,50.6,6.55,419200,544614801.376
Cabo Verde,1979,64.1,65.2,6.47,319480,377384973.6636
Camboya,1979,130,25.8,4.56,5088808,9666463505.22072
Camerun,1979,111.4,50.7,6.58,8239641,20777250294.9256
Canada,1979,11,74.9,1.67,24237173,668627070318.305
Catar,1979,31,68.1,5.46,258670,23336881840.5247
Chad,1979,127.4,46.2,6.91,4505384,4284142793.51136
Chile,1979,31.4,69.1,2.81,11339779,90489872324.2825
China,1979,50.2,62.2,2.75,969288069,996102337826.248
Chipre,1979,21,71.5,2.14,677549,7709301542.12706
Cisjordania y Gaza,1979,62.5,67.4,7.28,1428116,5608816953.21588
Colombia,1979,47.2,68.6,3.89,25515626,175226273058.504
Comoras,1979,122.5,58.3,7.16,327791,450968908.39335
Corea del Norte,1979,34,68.6,2.85,17983470,43614336345.7689
Corea del Sur,1979,13.7,66.7,2.75,37710899,210774289545.803
Costa Rica,1979,21.3,74.4,3.65,2326490,20658801497.297
Costa de Marfil,1979,116.6,53.5,7.63,7902267,37459380037.7725
Croacia,1979,,71.2,1.95,4626959,102340684346.616
Cuba,1979,17.4,73.8,1.77,9763355,68766889487.2785
Dinamarca,1979,8.6,74.3,1.6,5116859,142880968266.381
Dominica,1979,16.4,72.6,2.96,72959,252352686.04166
Ecuador,1979,70.9,65.7,4.86,7948869,57689908945.3286
Egipto,1979,120,57.6,5.57,42818628,167967453374.999
El Salvador,1979,82.6,60.8,5.23,4480388,23201585178.5868
Emiratos Arabes Unidos,1979,31.7,64.6,6.06,912010,68348790537.6353
Eritrea,1979,115.8,38.5,6.62,1563332,1485543585.64412
Eslovenia,1979,,70.6,2.21,1885906,55273265911.7342
Espana,1979,16.8,74.8,2.37,37230372,634771680601.13
Estados Unidos,1979,13.2,73.8,1.84,227575084,6790526607695.14
Estonia,1979,,69.5,2.01,1468023,26315834893.7754
Etiopia,1979,143.5,44.4,7.25,34238652,30081511285.5768
Filipinas,1979,53.7,65.7,5.26,46807103,179962134434.946
Finlandia,1979,7.6,73.4,1.63,4764439,104020123309.585
Fiyi,1979,36.8,66.1,4.08,626862,3659490388.70154
Francia,1979,10.6,74.6,1.86,53660895,1336905810685.79
Gabon,1979,76.6,56.7,5.61,729375,10055773726.3125
Gambia,1979,105.4,55.1,6.41,689781,1308652513.2
Georgia,1979,50.5,67,2.38,5128673,62519796652.7784
Ghana,1979,102.1,52.9,6.51,11597255,25435441437.1049
Granada,1979,,68.8,3.34,95490,463533343.7391
Grecia,1979,22.8,75.2,2.36,9526004,173849543278.868
Guatemala,1979,90.7,58.4,6.22,6727797,46282674647.6132
Guinea,1979,173.2,45.4,6.45,4959283,7812674515.41276
Guinea Ecuatorial,1979,,42.3,5.82,279846,477641124.8154
Guinea-Bisau,1979,133.2,47.6,6.4,819867,1385853263.29704
Guyana,1979,53.5,63.1,3.86,770062,3592912217.73296
